train_loss,epoch,step
0.7769322395324707,1,49
0.22345589101314545,3,99
0.16557158529758453,5,149
0.17112848162651062,7,199
0.10085485875606537,9,249
0.08820246160030365,11,299
0.10915294289588928,13,349
0.08555644005537033,15,399
0.09283308684825897,17,449
0.10608598589897156,19,499
0.07177820056676865,21,549
0.05895219370722771,23,599
0.11024974286556244,25,649
0.05904394015669823,27,699
0.07026885449886322,29,749
0.05543290823698044,31,799
0.05356566607952118,33,849
0.07281392812728882,35,899
0.1433553397655487,37,949
0.06673257797956467,39,999
0.04757407307624817,41,1049
0.09587033092975616,43,1099
0.04712067171931267,45,1149
0.05881819874048233,47,1199
0.06360198557376862,49,1249
0.07115618884563446,51,1299
0.04913994297385216,53,1349
0.2342647761106491,55,1399
0.056903284043073654,57,1449
0.040140315890312195,59,1499
0.060277074575424194,61,1549
0.046577416360378265,63,1599
0.1000814437866211,65,1649
